name ra dec discovery_date 2d_probability dl dl_err mpc mpc_ra mpc_dec gaia gaia_ra gaia_dec ps1dr2 ps1dr2_ra ps1dr2_dec asassn asassn_ra asassn_dec dm dm_err mw_ebv g_absmag g_absmag_err g_absmag_date g_var g_var_err gp_absmag gp_absmag_err gp_absmag_date gp_var gp_var_err i_absmag i_absmag_err i_absmag_date i_var i_var_err ip_absmag ip_absmag_err ip_absmag_date ip_var ip_var_err orange-ATLAS_absmag orange-ATLAS_absmag_err orange-ATLAS_absmag_date orange-ATLAS_var orange-ATLAS_var_err r_absmag r_absmag_err r_absmag_date r_var r_var_err rp_absmag rp_absmag_err rp_absmag_date rp_var rp_var_err u_absmag u_absmag_err u_absmag_date u_var u_var_err up_absmag up_absmag_err up_absmag_date up_var up_var_err w_absmag w_absmag_err w_absmag_date w_var w_var_err z_absmag z_absmag_err z_absmag_date z_var z_var_err classification spec_ra spec_dec spec_z spec_z_err ps1strm_ra ps1strm_dec ps1strm_z ps1strm_z_err 2mpz_ra 2mpz_dec 2mpz_z 2mpz_z_err legacy_ra legacy_dec legacy_z legacy_z_err mpc_mask gaia_mask ps1dr2_mask asassn_mask time_mask prob_mask class_mask spec_mask ps1strm_mask 2mpz_mask legacy_mask use_redshift redshift_mask
2019gne 210.505670833333 37.78355 "2019-05-08 08:35:31" 0.592751668116569 170.0420804924227 52.103618439978085 -- nan nan -- nan nan -- nan nan -- nan nan 36.152782049954936 0.6653738193125543 0.006066939327865839 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan False False False False False False False False False False False -- False
2019gnb 234.819304166667 -1.31220833333333 "2019-05-08 10:48:00" 0.9099644727982223 40.12919783899581 8.90983018136231 -- nan nan -- nan nan -- nan nan -- nan nan 33.01730239254166 0.4821289187291497 0.13394427299499512 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan False False False False False False False False False False False -- False
2019gmx 217.679508333333 0.212672222222222 "2019-05-06 08:21:07" 0.9372302991170735 94.43251574312814 23.30659166100283 -- nan nan -- nan nan -- nan nan -- nan nan 40.78725977653845 2.71117160712257 0.036459892988204956 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan 217.67973482 0.21259755 0.2729727327823639 0.34058570831901314 nan nan nan nan 217.67971629587754 0.2125639919490302 0.18754348158836365 0.052476730197668076 False False False False False False False False False False True ps1strm False
2019gms 197.534795833333 34.8941888888889 "2019-05-08 08:25:26" 0.835483515698582 160.7304047124109 38.771857452150954 -- nan nan -- nan nan -- nan nan -- nan nan 36.030490191216074 0.5238088151148431 0.012643720954656601 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan False False False False False False False False False False False -- False
2019gmj 222.8943875 11.5872027777778 "2019-05-08 11:51:21" 0.9498420962960333 41.73143209451825 7.828520222035959 -- nan nan -- nan nan -- nan nan -- nan nan 33.668273681433064 5.24257677396263 0.02731280028820038 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan 222.88923167727248 11.581504360205976 0.012124679982662201 0.029267244040966034 False False False False False False False False False False False legacy False
2019fwj 229.907375 -7.47753888888889 "2019-05-08 10:43:40" 0.927099071386374 74.60938774204297 13.9768940376095 -- nan nan -- nan nan -- nan nan -- nan nan 34.36396738053081 0.40679108846959844 0.08419078588485718 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan False False False False False False False False False False False -- False
2019fvv 209.294404166667 43.0686305555556 "2019-05-08 08:36:57" 0.6487221545073347 101.18704476593632 26.17078009955499 -- nan nan -- nan nan -- nan nan -- nan nan 35.02562456119328 0.5616244286587947 0.00901100691407919 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan False False False False False False False False False False False -- False
2019fui 43.3715416666667 -54.6976388888889 "2019-04-30 11:35:31" 0.4185463809628781 88.61631209134929 35.10192755756104 -- nan nan -- nan nan -- nan nan -- nan nan 37.35221951583141 2.7551951539742903 0.015247452072799206 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan 43.371585001171695 -54.69762114308772 0.06370654702186584 0.08077853173017502 False False False False False False False False False False False legacy False
2019fty 209.335220833333 40.1435027777778 "2019-05-08 08:36:57" 0.6938755535492014 153.9421242219402 37.87001068729429 -- nan nan -- nan nan -- nan nan -- nan nan 35.936787375113084 0.5341856120460119 0.012841781601309776 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan False False False False False False False False False False False -- False
2019fsl 62.782375 -34.2983694444444 "2019-05-07 05:45:36" 0.0739075587025799 56.379409524254335 13.778023360320079 -- nan nan -- nan nan -- nan nan -- nan nan 35.201501320836435 2.3458403354929867 0.010048696771264076 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan 62.7823676528475 -34.29845655788327 0.024341579526662827 0.02627229504287243 False False False False False False False False False False False legacy False
